FID,Shape *,OBJECTID,HANSEN_COM,INFRA_STAT,MATERIAL,MATERIAL_CD,FRM_NODE,TO_NODE,INSTALL_DA,DIAMETER,WPZ,LEN_M,INST_YR,ST_CLASS,Source,Shape_Leng,TRANS,TotBrks,TotBrks_Lenght,BRK_SCR,BRL_SCR_TARGET,BRK_Level,BRKS_FVYRS,BRKS_FV_YRS_L,BRKS_FVYRS_SCR,BRKS_FVYRS_SCR_TARGET,BRKS_FVYRS_Level,Age,Mat_Fact,TARGET_Mat_Fact,RSL,TARGET_RSL,RSL_SCR,TARGET_RSL_SCR,RSL_Level,Operation_Cost,Maintenance_Cost,REPLC_COST,MI,MI_SCR,MI_Level,Condition_Score,TARGET_Condition_Score,Condition_Score_Level,TARGET_Condition_Score_Level,Condition_level,TARGET_Condition_level,,QUALIT_SCR,TARGET_QUALIT_SCR,DRAINAGE,SOIL,WTR,ESA,WL,FLP,HWY,RWY,HPU,HEU,Hospital,Med_Centre,LT_CARE,School,HDL,Crit_Rests,CritPres2D,CritConsSc,OPSC,STANDARD_CONFOR,f,R,HL,HEAD_LOSS_SCR,Performanc_SCR,TARGET_Performanc_SCR,Performance_Score_Level,TARGET_Performance_Score_Level,Performance_Level,TARGET_Performance_Level,,ST_NAME,ST_TYPE,ST_DIR,CITY,TM,Hosp_Serv,Airp_Serv,New_Seg,Active_Ope,Tran_main,DIA_SCR,TARGET_DIA_SCR,ENVMT_SCR,TARGET_ENVMT_SCR,ACCESS_SCR,TARGET_ACCESS_SCR,Criticality_SCR,TARGET_Criticality_SCR,Criticality_Score_Level,TARGET_Criticality_Score_Level,Criticality_Level,TARGET_Criticality_Level,,PAN,TARGET_PAN,MITIGATION_Score_Level,TARGET_MITIGATION_Score_Level,MITIGATION_Level_PAN,TARGET_MITIGATION_Level_PAN,Model_Mitigation,TARGET_Model_ Mitigation,RiskThresh
3152,Polyline,511,511697,A,CPP,CPP,598106,598058,01-01-1989,400,5,815.579172,1989,COLLECTOR,TRSUB-TRANSMISSION MAIN,815.579172,0,32,0.039235921,5,7.35,Low,19,0.0232963281,5,10.89,Low,28,1,0.25,47,21,5,10,Medium,285.4527102,407.789586,1576,0.439874553,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.9,2 (Low),2 (Low),0,0.0333752697,2.20E-13,0.1980788372,0,0,0,Very Low,Very Low,1,1,,CHAROLAIS,BLVD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3153,Polyline,511,511697,A,CPP,CPP,598106,598058,01-01-1989,400,5,815.579172,1989,COLLECTOR,TRSUB-TRANSMISSION MAIN,815.579172,0,36,0.0441404112,5,7.35,Low,5,0.0061306127,5,10.89,Low,28,1,0.25,47,21,5,10,Medium,285.4527102,407.789586,1576,0.439874553,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.9,2 (Low),2 (Low),0,0.0333752697,2.20E-13,0.1980788372,0,0,0,Very Low,Very Low,1,1,,CHAROLAIS,BLVD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3154,Polyline,511,511697,A,CPP,CPP,598106,598058,01-01-1989,400,5,815.579172,1989,COLLECTOR,TRSUB-TRANSMISSION MAIN,815.579172,0,11,0.0134873479,5,7.35,Low,1,0.0012261225,5,10.89,Low,28,1,0.25,47,21,5,10,Medium,285.4527102,407.789586,1576,0.439874553,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.9,2 (Low),2 (Low),0,0.0333752697,2.20E-13,0.1980788372,0,0,0,Very Low,Very Low,1,1,,CHAROLAIS,BLVD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3155,Polyline,511,511697,A,CPP,CPP,598106,598058,01-01-1989,400,5,815.579172,1989,COLLECTOR,TRSUB-TRANSMISSION MAIN,815.579172,0,15,0.018391838,5,7.35,Low,1,0.0012261225,5,10.89,Low,28,1,0.25,47,21,5,10,Medium,285.4527102,407.789586,1576,0.439874553,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.9,2 (Low),2 (Low),0,0.0333752697,2.20E-13,0.1980788372,0,0,0,Very Low,Very Low,1,1,,CHAROLAIS,BLVD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3156,Polyline,444,509029,A,CPP,CPP,597650,597648,01-01-1980,400,5,677.011726,1980,LOCAL,TRSUB-TRANSMISSION MAIN,677.011726,0,38,0.056129013,5,7.35,Medium,18,0.0265874272,5,10.89,Medium,37,1,0.25,38,27.75,5,10,Medium,236.9541041,338.505863,1576,0.365139573,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),37.6,2 (Low),2 (Low),15,0.0333752697,1.83E-13,0.1644251104,0,150,105,Moderately Low,Moderately Low,2,2,,MOFFATT,AVE, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,510,542.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
3157,Polyline,444,509029,A,CPP,CPP,597650,597648,01-01-1980,400,5,677.011726,1980,LOCAL,TRSUB-TRANSMISSION MAIN,677.011726,0,18,0.0265874272,5,7.35,Medium,16,0.0236332687,5,10.89,Low,37,1,0.25,38,27.75,5,10,Medium,236.9541041,338.505863,1576,0.365139573,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),37.6,2 (Low),2 (Low),15,0.0333752697,1.83E-13,0.1644251104,0,150,105,Moderately Low,Moderately Low,2,2,,MOFFATT,AVE, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,510,542.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
3158,Polyline,511,511697,A,CPP,CPP,598106,598058,01-01-1989,400,5,815.579172,1989,COLLECTOR,TRSUB-TRANSMISSION MAIN,815.579172,0,29,0.0355575534,5,7.35,Medium,21,0.0257485732,5,10.89,Low,28,1,0.25,47,21,5,10,Medium,285.4527102,407.789586,1576,0.439874553,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.9,2 (Low),2 (Low),0,0.0333752697,2.20E-13,0.1980788372,0,0,0,Very Low,Very Low,1,1,,CHAROLAIS,BLVD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3159,Polyline,496,510524,A,CPP,CPP,597388,597694,01-01-1978,400,5,400.935195,1978,LOCAL,TRSUB-TRANSMISSION MAIN,400.935195,0,16,0.0399066986,5,7.35,Low,5,0.0124708433,5,10.89,Low,39,1,0.25,36,29.25,5,10,Medium,140.3273183,200.4675975,1576,0.216240429,15,High,240,384.836,Medium,Very High,3,5,,0,0,P,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,1.08E-13,0.0973747,0,150,105,Moderately Low,Moderately Low,2,2,,MCLAUGHLIN,RD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,510,542.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3160,Polyline,1027,526431,A,CPP,CPP,597803,597382,09-01-1995,400,5,144.794747,1995,LOCAL,TRSUB-TRANSMISSION MAIN,144.794747,0,2,0.0138126558,5,7.35,Low,2,0.0138126558,5,10.89,Low,22,1,0.25,53,16.5,0,10,Low,50.67816145,72.3973735,1576,0.078093614,15,High,200,384.836,Medium,Very High,3,5,,0,0,I,C,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.7,2 (Low),2 (Low),0,0.0333752697,3.91E-14,0.0351661446,0,0,0,Very Low,Very Low,1,1,,MCMURCHY,AVE,S,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3161,Polyline,472,510345,A,CPP,CPP,608660,608727,01-01-1977,400,6,534.470393,1977,ARTERIAL,TRSUB-TRANSMISSION MAIN,534.470393,0,37,0.0692274081,5,7.35,Medium,23,0.0430332537,5,10.89,Low,40,1,0.25,35,30,5,0,Medium,187.0646376,267.2351965,1576,0.288261316,15,High,240,295.836,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.44E-13,0.1298062501,0,150,105,Moderately Low,Moderately Low,2,2,,HURONTARIO,ST, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,579.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3162,Polyline,473,510346,A,CPP,CPP,608727,608816,01-01-1977,400,6,789.723597,1977,LOCAL,TRSUB-TRANSMISSION MAIN,789.723597,0,26,0.0329229114,5,7.35,Low,10,0.0126626582,5,10.89,Low,40,1,0.25,35,30,5,0,Medium,276.403259,394.8617985,1576,0.425929605,15,High,240,295.836,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.2,2 (Low),2 (Low),15,0.0333752697,2.13E-13,0.1917993214,0,150,105,Moderately Low,Moderately Low,2,2,,HURONTARIO,ST, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,579.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3163,Polyline,472,510345,A,CPP,CPP,608660,608727,01-01-1977,400,6,534.470393,1977,ARTERIAL,TRSUB-TRANSMISSION MAIN,534.470393,0,27,0.0505172978,5,7.35,Medium,25,0.0467752757,5,10.89,Medium,40,1,0.25,35,30,5,0,Medium,187.0646376,267.2351965,1576,0.288261316,15,High,240,295.836,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.44E-13,0.1298062501,0,150,105,Moderately Low,Moderately Low,2,2,,HURONTARIO,ST, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,579.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3164,Polyline,472,510345,A,CPP,CPP,608660,608727,01-01-1977,400,6,534.470393,1977,ARTERIAL,TRSUB-TRANSMISSION MAIN,534.470393,0,32,0.0598723529,5,7.35,Medium,10,0.0187101103,5,10.89,Low,40,1,0.25,35,30,5,0,Medium,187.0646376,267.2351965,1576,0.288261316,15,High,240,295.836,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.44E-13,0.1298062501,0,150,105,Moderately Low,Moderately Low,2,2,,HURONTARIO,ST, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,579.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3165,Polyline,396,506596,A,CPP,CPP,601513,601564,01-01-1956,400,6,572.877508,1956,ARTERIAL,TRSUB-TRANSMISSION MAIN,572.877508,0,4,0.0069822954,5,7.35,Low,2,0.0034911477,5,10.89,Low,61,1,0.25,14,45.75,15,5,Very High,200.5071278,286.438754,1576,0.308975813,15,High,320,340.336,Moderately High,Moderately High,4,4,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),39.1,2 (Low),2 (Low),0,0.0333752697,1.55E-13,0.1391341448,0,0,0,Very Low,Very Low,1,1,,MAIN,ST,N,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,350,392.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
3166,Polyline,428,507805,A,CPP,CPP,599637,599635,01-01-1987,400,6,612.570377,1987,LOCAL,TRSUB-TRANSMISSION MAIN,612.570377,0,36,0.0587687576,5,7.35,Low,30,0.0489739647,5,10.89,Low,30,1,0.25,45,22.5,5,10,Medium,214.399632,306.2851885,1576,0.330383769,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.2,2 (Low),2 (Low),15,0.0333752697,1.65E-13,0.1487743093,0,150,105,Moderately Low,Moderately Low,2,2,,BOVAIRD,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,510,542.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3167,Polyline,478,510369,A,CPP,CPP,601519,601603,01-01-1981,400,6,565.326905,1981,ARTERIAL,TRSUB-TRANSMISSION MAIN,565.326905,0,15,0.0265333206,5,7.35,Medium,2,0.0035377761,5,10.89,Medium,36,1,0.25,39,27,5,10,Medium,197.8644168,282.6634525,1576,0.30490347,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.2,2 (Low),2 (Low),0,0.0333752697,1.53E-13,0.137300338,0,0,0,Very Low,Very Low,1,1,,HURONTARIO,ST, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3168,Polyline,478,510369,A,CPP,CPP,601519,601603,01-01-1981,400,6,565.326905,1981,ARTERIAL,TRSUB-TRANSMISSION MAIN,565.326905,0,27,0.047759977,5,7.35,Medium,23,0.0406844249,5,10.89,Medium,36,1,0.25,39,27,5,10,Medium,197.8644168,282.6634525,1576,0.30490347,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.2,2 (Low),2 (Low),0,0.0333752697,1.53E-13,0.137300338,0,0,0,Very Low,Very Low,1,1,,HURONTARIO,ST, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3169,Polyline,478,510369,A,CPP,CPP,601519,601603,01-01-1981,400,6,565.326905,1981,ARTERIAL,TRSUB-TRANSMISSION MAIN,565.326905,0,28,0.0495288651,5,7.35,Medium,9,0.0159199923,5,10.89,Medium,36,1,0.25,39,27,5,10,Medium,197.8644168,282.6634525,1576,0.30490347,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.2,2 (Low),2 (Low),0,0.0333752697,1.53E-13,0.137300338,0,0,0,Very Low,Very Low,1,1,,HURONTARIO,ST, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3170,Polyline,478,510369,A,CPP,CPP,601519,601603,01-01-1981,400,6,565.326905,1981,ARTERIAL,TRSUB-TRANSMISSION MAIN,565.326905,0,33,0.0583733053,5,7.35,Medium,16,0.0283022086,5,10.89,Low,36,1,0.25,39,27,5,10,Medium,197.8644168,282.6634525,1576,0.30490347,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.2,2 (Low),2 (Low),0,0.0333752697,1.53E-13,0.137300338,0,0,0,Very Low,Very Low,1,1,,HURONTARIO,ST, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3171,Polyline,482,510394,A,CPP,CPP,601225,598469,01-01-1976,400,6,856.567353,1976,COLLECTOR,TRSUB-TRANSMISSION MAIN,856.567353,0,24,0.0280188124,5,7.35,Low,6,0.0070047031,5,10.89,Low,41,1,0.25,34,30.75,5,5,Medium,299.7985736,428.2836765,1576,0.461981123,15,High,240,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),39.9,2 (Low),2 (Low),0,0.0333752697,2.31E-13,0.2080335926,0,0,0,Very Low,Very Low,1,1,,MANCROFT,CR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,10,9,90,115.5,Moderately Low,Medium,2,3,,330,455.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3172,Polyline,483,510455,A,CPP,CPP,599518,599510,01-01-1974,400,5,413.794997,1974,COLLECTOR,TRSUB-TRANSMISSION MAIN,413.794997,0,32,0.0773329795,5,7.35,Low,8,0.0193332449,5,10.89,Low,43,1,0.25,32,32.25,5,5,Medium,144.828249,206.8974985,1576,0.223176236,15,High,240,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,0,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),39.9,2 (Low),2 (Low),15,0.0333752697,1.12E-13,0.1004979463,0,150,105,Moderately Low,Moderately Low,2,2,,KENNEDY,RD,N,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,510,497.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
3173,Polyline,484,510457,A,CPP,CPP,599723,599514,01-01-1982,400,5,1012.351309,1982,ARTERIAL,TRSUB-TRANSMISSION MAIN,1012.351309,0,37,0.0365485772,5,7.35,Medium,1,0.0009877994,5,10.89,Low,35,1,0.25,40,26.25,5,10,Medium,354.3229582,506.1756545,1576,0.546001658,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.7,2 (Low),2 (Low),0,0.0333752697,2.73E-13,0.2458686746,0,0,0,Very Low,Very Low,1,1,,MAIN,ST,N,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3174,Polyline,484,510457,A,CPP,CPP,599723,599514,01-01-1982,400,5,1012.351309,1982,ARTERIAL,TRSUB-TRANSMISSION MAIN,1012.351309,0,30,0.0296339815,5,7.35,Medium,0,0,0,6,Low,35,1,0.25,40,26.25,5,10,Medium,354.3229582,506.1756545,1576,0.546001658,15,High,200,341.315,Medium,Moderately High,3,4,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.7,2 (Low),2 (Low),0,0.0333752697,2.73E-13,0.2458686746,0,0,0,Very Low,Very Low,1,1,,MAIN,ST,N,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,393.815,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3175,Polyline,510,511658,A,CPP,CPP,598108,598109,01-01-1950,400,5,757.007866,1950,COLLECTOR,TRSUB-TRANSMISSION MAIN,757.007866,0,18,0.0237778243,5,7.35,Medium,6,0.0079259414,5,10.89,Medium,67,1,0.25,8,50.25,15,0,Very High,264.9527531,378.503933,1576,0.408284699,15,High,320,295.836,Moderately High,Moderately High,4,4,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,1,0,Fail (Pressure),36.5,2 (Low),2 (Low),15,0.0333752697,2.04E-13,0.183853687,0,150,105,Moderately Low,Moderately Low,2,2,,MCLAUGHLIN,RD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,590,453.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3176,Polyline,496,510524,A,CPP,CPP,597388,597694,01-01-1978,400,5,400.935195,1978,LOCAL,TRSUB-TRANSMISSION MAIN,400.935195,0,25,0.0623542166,5,7.35,Medium,12,0.029930024,5,10.89,Medium,39,1,0.25,36,29.25,5,10,Medium,140.3273183,200.4675975,1576,0.216240429,15,High,240,384.836,Medium,Very High,3,5,,0,0,P,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,1.08E-13,0.0973747,0,150,105,Moderately Low,Moderately Low,2,2,,MCLAUGHLIN,RD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,510,542.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
3177,Polyline,1555,743242,A,CPP,CPP,6561441,597821,01-01-1992,400,5,844.093884,1992,COLLECTOR,TRSUB-TRANSMISSION MAIN,844.093884,0,17,0.0201399398,5,7.35,Medium,6,0.007108214,5,10.89,Low,25,1,0.25,50,18.75,0,10,Low,295.4328594,422.046942,1576,0.455253681,15,High,200,384.836,Medium,Very High,3,5,,0,0,I,C,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.4,2 (Low),2 (Low),15,0.0333752697,2.28E-13,0.2050041746,0,150,105,Moderately Low,Moderately Low,2,2,,MAIN,ST,S,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,542.336,RELINE - REHAB,RELINE - REHAB,2,2,,,High
3178,Polyline,1555,743242,A,CPP,CPP,6561441,597821,01-01-1992,400,5,844.093884,1992,COLLECTOR,TRSUB-TRANSMISSION MAIN,844.093884,0,27,0.0319869632,5,7.35,Medium,1,0.0011847023,5,10.89,Medium,25,1,0.25,50,18.75,0,10,Low,295.4328594,422.046942,1576,0.455253681,15,High,200,384.836,Medium,Very High,3,5,,0,0,I,C,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.4,2 (Low),2 (Low),15,0.0333752697,2.28E-13,0.2050041746,0,150,105,Moderately Low,Moderately Low,2,2,,MAIN,ST,S,BRAMPTON,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,542.336,RELINE - REHAB,RELINE - REHAB,2,2,,,High
3179,Polyline,396,506596,A,CPP,CPP,601513,601564,01-01-1956,400,6,572.877508,1956,ARTERIAL,TRSUB-TRANSMISSION MAIN,572.877508,0,29,0.0506216418,5,7.35,Medium,22,0.0384026248,5,10.89,Low,61,1,0.25,14,45.75,15,5,Very High,200.5071278,286.438754,1576,0.308975813,15,High,320,340.336,Moderately High,Moderately High,4,4,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),39.1,2 (Low),2 (Low),0,0.0333752697,1.55E-13,0.1391341448,0,0,0,Very Low,Very Low,1,1,,MAIN,ST,N,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,350,392.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
3180,Polyline,504,511226,A,CPP3,CPP,3599402,599866,01-01-1985,400,5,1470.031502,1985,COLLECTOR,TRSUB-TRANSMISSION MAIN,1470.031502,0,0,0,0,6,Low,0,0,0,6,Low,32,1,0.25,43,24,5,10,Medium,514.5110257,735.015751,1576,0.79284694,15,High,160,329.3,Moderately Low,Moderately High,2,4,,0,0,I,CL,0,0,0,0,0,1,0,0,0,0,0,0,0,Not Balanced,Not Balanced,5 (Catastrophic) - Not Balanced,5 (Catastrophic) - Not Balanced,0,0.0333752697,3.97E-13,0.3570249713,0,0,0,Very Low,Very Low,1,1,,ROSEBUD,AVE, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,190,381.8,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3181,Polyline,504,511226,A,CPP3,CPP,3599402,599866,01-01-1985,400,5,1470.031502,1985,COLLECTOR,TRSUB-TRANSMISSION MAIN,1470.031502,0,30,0.0204077259,5,7.35,Low,10,0.0068025753,5,10.89,Low,32,1,0.25,43,24,5,10,Medium,514.5110257,735.015751,1576,0.79284694,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,1,0,0,0,0,0,0,0,Not Balanced,Not Balanced,5 (Catastrophic) - Not Balanced,5 (Catastrophic) - Not Balanced,0,0.0333752697,3.97E-13,0.3570249713,0,0,0,Very Low,Very Low,1,1,,ROSEBUD,AVE, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3182,Polyline,504,511226,A,CPP3,CPP,3599402,599866,01-01-1985,400,5,1470.031502,1985,COLLECTOR,TRSUB-TRANSMISSION MAIN,1470.031502,0,25,0.0170064383,5,7.35,Low,13,0.0088433479,5,10.89,Low,32,1,0.25,43,24,5,10,Medium,514.5110257,735.015751,1576,0.79284694,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,1,0,0,0,0,0,0,0,Not Balanced,Not Balanced,5 (Catastrophic) - Not Balanced,5 (Catastrophic) - Not Balanced,0,0.0333752697,3.97E-13,0.3570249713,0,0,0,Very Low,Very Low,1,1,,ROSEBUD,AVE, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
3183,Polyline,504,511226,A,CPP3,CPP,3599402,599866,01-01-1985,400,5,1470.031502,1985,COLLECTOR,TRSUB-TRANSMISSION MAIN,1470.031502,0,12,0.0081630904,5,7.35,Low,5,0.0034012877,5,10.89,Low,32,1,0.25,43,24,5,10,Medium,514.5110257,735.015751,1576,0.79284694,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,1,0,0,0,0,0,0,0,Not Balanced,Not Balanced,5 (Catastrophic) - Not Balanced,5 (Catastrophic) - Not Balanced,0,0.0333752697,3.97E-13,0.3570249713,0,0,0,Very Low,Very Low,1,1,,ROSEBUD,AVE, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
