FID,Shape *,OBJECTID,HANSEN_COM,INFRA_STAT,MATERIAL,MATERIAL_CD,FRM_NODE,TO_NODE,INSTALL_DA,DIAMETER,WPZ,LEN_M,INST_YR,ST_CLASS,Source,Shape_Leng,TRANS,TotBrks,TotBrks_Lenght,BRK_SCR,BRL_SCR_TARGET,BRK_Level,BRKS_FVYRS,BRKS_FV_YRS_L,BRKS_FVYRS_SCR,BRKS_FVYRS_SCR_TARGET,BRKS_FVYRS_Level,Age,Mat_Fact,TARGET_Mat_Fact,RSL,TARGET_RSL,RSL_SCR,TARGET_RSL_SCR,RSL_Level,Operation_Cost,Maintenance_Cost,REPLC_COST,MI,MI_SCR,MI_Level,Condition_Score,TARGET_Condition_Score,Condition_Score_Level,TARGET_Condition_Score_Level,Condition_level,TARGET_Condition_level,,QUALIT_SCR,TARGET_QUALIT_SCR,DRAINAGE,SOIL,WTR,ESA,WL,FLP,HWY,RWY,HPU,HEU,Hospital,Med_Centre,LT_CARE,School,HDL,Crit_Rests,CritPres2D,CritConsSc,OPSC,STANDARD_CONFOR,f,R,HL,HEAD_LOSS_SCR,Performanc_SCR,TARGET_Performanc_SCR,Performance_Score_Level,TARGET_Performance_Score_Level,Performance_Level,TARGET_Performance_Level,,ST_NAME,ST_TYPE,ST_DIR,CITY,TM,Hosp_Serv,Airp_Serv,New_Seg,Active_Ope,Tran_main,DIA_SCR,TARGET_DIA_SCR,ENVMT_SCR,TARGET_ENVMT_SCR,ACCESS_SCR,TARGET_ACCESS_SCR,Criticality_SCR,TARGET_Criticality_SCR,Criticality_Score_Level,TARGET_Criticality_Score_Level,Criticality_Level,TARGET_Criticality_Level,,PAN,TARGET_PAN,MITIGATION_Score_Level,TARGET_MITIGATION_Score_Level,MITIGATION_Level_PAN,TARGET_MITIGATION_Level_PAN,Model_Mitigation,TARGET_Model_ Mitigation,RiskThresh
30,Polyline,280,807476,A,CICPP,CPP,6511424,6572836,26-08-2002,900,5,16.226715,2002,COLLECTOR,TRSUB-TRANSMISSION MAIN,16.226715,0,18,1.1092818232,5,7.35,Very High,17,1.0476550553,5,10.89,Low,15,1,0.25,60,11.25,0,15,Low,5.67935025,8.1133575,2116,0.006518293,5,Low,120,340.336,Moderately Low,Moderately High,2,4,,0,0,W,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.6,2 (Low),2 (Low),0,0.0261978464,5.96E-17,5.36451887995085E-05,15,150,105,Moderately Low,Moderately Low,2,2,,HERITAGE,RD, ,BRAMPTON,Yes,0,0, ,YES,NO,15,7.5,15,0,0,0,180,52.5,Moderately High,Very Low,5,1,,450,497.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
31,Polyline,312,515665,A,CI,CI,595032,594731,12-01-1975,300,3,778.593417,1975,ARTERIAL,TRSUB-TRANSMISSION MAIN,778.593417,0,28,0.0359622871,5,7.35,Medium,12,0.0154124088,5,10.89,Low,42,0.3,0.25,9.9,31.5,15,5,Very High,272.507696,389.2967085,1171,0.565161746,15,High,320,340.336,Moderately High,Moderately High,4,4,,15,9,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.5,2 (Low),2 (Low),15,0.0366451703,9.72E-13,0.8749199561,0,300,168,Moderately High,Moderately Low,4,2,,MISSISSAUGA,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,0,7.5,15,9,15,9,180,178.5,Moderately High,Moderately High,5,4,,800,686.836,REPLACE,RELINE - REHAB,3,2,,,Moderate
32,Polyline,312,515665,A,CI,CI,595032,594731,12-01-1975,300,3,778.593417,1975,ARTERIAL,TRSUB-TRANSMISSION MAIN,778.593417,0,6,0.0077062044,5,7.35,Low,3,0.0038531022,5,10.89,Low,42,0.3,0.25,9.9,31.5,15,5,Very High,272.507696,389.2967085,1171,0.565161746,15,High,320,340.336,Moderately High,Moderately High,4,4,,15,9,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.5,2 (Low),2 (Low),15,0.0366451703,9.72E-13,0.8749199561,0,300,168,Moderately High,Moderately Low,4,2,,MISSISSAUGA,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,0,7.5,15,9,15,9,180,178.5,Moderately High,Moderately High,5,4,,800,686.836,REPLACE,RELINE - REHAB,3,2,,,Moderate
33,Polyline,312,515665,A,CI,CI,595032,594731,12-01-1975,300,3,778.593417,1975,ARTERIAL,TRSUB-TRANSMISSION MAIN,778.593417,0,6,0.0077062044,5,7.35,Medium,4,0.0051374696,5,10.89,Low,42,0.3,0.25,9.9,31.5,15,5,Very High,272.507696,389.2967085,1171,0.565161746,15,High,320,340.336,Moderately High,Moderately High,4,4,,15,9,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.5,2 (Low),2 (Low),15,0.0366451703,9.72E-13,0.8749199561,0,300,168,Moderately High,Moderately Low,4,2,,MISSISSAUGA,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,0,7.5,15,9,15,9,180,178.5,Moderately High,Moderately High,5,4,,800,686.836,REPLACE,RELINE - REHAB,3,2,,,Moderate
34,Polyline,312,515665,A,CI,CI,595032,594731,12-01-1975,300,3,778.593417,1975,ARTERIAL,TRSUB-TRANSMISSION MAIN,778.593417,0,29,0.0372466545,5,7.35,Low,18,0.0231186131,5,10.89,Low,42,0.3,0.25,9.9,31.5,15,5,Very High,272.507696,389.2967085,1171,0.565161746,15,High,320,340.336,Moderately High,Moderately High,4,4,,15,9,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.5,2 (Low),2 (Low),15,0.0366451703,9.72E-13,0.8749199561,0,300,168,Moderately High,Moderately Low,4,2,,MISSISSAUGA,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,0,7.5,15,9,15,9,180,178.5,Moderately High,Moderately High,5,4,,800,686.836,REPLACE,RELINE - REHAB,3,2,,,Moderate
35,Polyline,321,518110,A,CI,CI,602802,602801,01-01-1957,400,2,10.402469,1957,ARTERIAL,TRSUB-TRANSMISSION MAIN,10.402469,0,22,2.1148825341,5,7.35,Low,19,1.8264894613,5,10.89,Low,60,0.3,0.25,4.5,45,15,5,Very High,3.64086415,5.2012345,1576,0.005610469,5,Low,240,251.336,Medium,Medium,3,3,,15,9,W,CL,1,1,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.3,2 (Low),2 (Low),15,0.0333752697,2.81E-15,0.0025264365,0,300,168,Moderately High,Moderately Low,4,2,,DUNDAS,ST,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,750,597.836,REPLACE,RELINE - REHAB,3,2,,,High
36,Polyline,321,518110,A,CI,CI,602802,602801,01-01-1957,400,2,10.402469,1957,ARTERIAL,TRSUB-TRANSMISSION MAIN,10.402469,0,12,1.1535722913,5,7.35,Medium,0,0,0,6,Medium,60,0.3,0.25,4.5,45,15,5,Very High,3.64086415,5.2012345,1576,0.005610469,5,Low,200,207.815,Medium,Medium,3,3,,15,9,W,CL,1,1,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.3,2 (Low),2 (Low),15,0.0333752697,2.81E-15,0.0025264365,0,300,168,Moderately High,Moderately Low,4,2,,DUNDAS,ST,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,710,554.315,REPLACE,RELINE - REHAB,3,2,,,High
37,Polyline,323,518178,A,CI,CI,602800,602799,01-01-1957,400,2,158.377332,1957,ARTERIAL,TRSUB-TRANSMISSION MAIN,158.377332,0,30,0.1894210467,5,7.35,Medium,21,0.1325947327,5,10.89,Medium,60,0.3,0.25,4.5,45,15,5,Very High,55.4320662,79.188666,1576,0.085419246,15,High,320,340.336,Moderately High,Moderately High,4,4,,15,9,W,CL,1,1,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.3,2 (Low),2 (Low),15,0.0333752697,4.27E-14,0.0384649324,0,300,168,Moderately High,Moderately Low,4,2,,DUNDAS,ST,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,830,686.836,REPLACE,RELINE - REHAB,3,2,,,High
38,Polyline,323,518178,A,CI,CI,602800,602799,01-01-1957,400,2,158.377332,1957,ARTERIAL,TRSUB-TRANSMISSION MAIN,158.377332,0,39,0.2462473607,5,7.35,Low,14,0.0883964885,5,10.89,Low,60,0.3,0.25,4.5,45,15,5,Very High,55.4320662,79.188666,1576,0.085419246,15,High,320,340.336,Moderately High,Moderately High,4,4,,15,9,W,CL,1,1,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.3,2 (Low),2 (Low),15,0.0333752697,4.27E-14,0.0384649324,0,300,168,Moderately High,Moderately Low,4,2,,DUNDAS,ST,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,830,686.836,REPLACE,RELINE - REHAB,3,2,,,High
39,Polyline,323,518178,A,CI,CI,602800,602799,01-01-1957,400,2,158.377332,1957,ARTERIAL,TRSUB-TRANSMISSION MAIN,158.377332,0,15,0.0947105233,5,7.35,Low,5,0.0315701744,5,10.89,Medium,60,0.3,0.25,4.5,45,15,5,Very High,55.4320662,79.188666,1576,0.085419246,15,High,320,340.336,Moderately High,Moderately High,4,4,,15,9,W,CL,1,1,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.3,2 (Low),2 (Low),15,0.0333752697,4.27E-14,0.0384649324,0,300,168,Moderately High,Moderately Low,4,2,,DUNDAS,ST,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,830,686.836,REPLACE,RELINE - REHAB,3,2,,,High
40,Polyline,347,523866,A,CI,CI,594272,594271,02-01-1979,400,4,8.526697,1900,COLLECTOR,TRSUB-TRANSMISSION MAIN,8.526697,0,16,1.8764593136,5,7.35,Low,2,0.2345574142,5,10.89,Low,117,0.3,0.25,-12.6,87.75,15,0,Very High,2.98434395,4.2633485,1576,0.00459879,5,Low,240,206.836,Medium,Medium,3,3,,15,9,W,CL,0,0,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),38.9,2 (Low),2 (Low),15,0.0333752697,2.30E-15,0.0020708697,0,300,168,Moderately High,Moderately Low,4,2,,ERIN MILLS,PKWY, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,660,427.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
41,Polyline,312,515665,A,CI,CI,595032,594731,12-01-1975,300,3,778.593417,1975,ARTERIAL,TRSUB-TRANSMISSION MAIN,778.593417,0,25,0.0321091849,5,7.35,Medium,1,0.0012843674,5,10.89,Medium,42,0.3,0.25,9.9,31.5,15,5,Very High,272.507696,389.2967085,1171,0.565161746,15,High,320,340.336,Moderately High,Moderately High,4,4,,15,9,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.5,2 (Low),2 (Low),15,0.0366451703,9.72E-13,0.8749199561,0,300,168,Moderately High,Moderately Low,4,2,,MISSISSAUGA,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,0,7.5,15,9,15,9,180,178.5,Moderately High,Moderately High,5,4,,800,686.836,REPLACE,RELINE - REHAB,3,2,,,Moderate
42,Polyline,312,515665,A,CI,CI,595032,594731,12-01-1975,300,3,778.593417,1975,ARTERIAL,TRSUB-TRANSMISSION MAIN,778.593417,0,15,0.0192655109,5,7.35,Medium,4,0.0051374696,5,10.89,Medium,42,0.3,0.25,9.9,31.5,15,5,Very High,272.507696,389.2967085,1171,0.565161746,15,High,320,340.336,Moderately High,Moderately High,4,4,,15,9,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.5,2 (Low),2 (Low),15,0.0366451703,9.72E-13,0.8749199561,0,300,168,Moderately High,Moderately Low,4,2,,MISSISSAUGA,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,0,7.5,15,9,15,9,180,178.5,Moderately High,Moderately High,5,4,,800,686.836,REPLACE,RELINE - REHAB,3,2,,,Moderate
43,Polyline,524,511998,A,CPP,CPP,596409,596413,01-01-1986,400,5,570.768184,1986,LOCAL,TRSUB-TRANSMISSION MAIN,570.768184,0,11,0.0192722725,5,7.35,Low,6,0.0105121487,5,10.89,Low,31,1,0.25,44,23.25,5,10,Medium,199.7688644,285.384092,1576,0.30783817,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.9,2 (Low),2 (Low),0,0.0333752697,1.54E-13,0.1386218556,0,0,0,Very Low,Very Low,1,1,,MEADOWPINE,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Low
44,Polyline,522,511996,A,CPP,CPP,596413,596414,01-01-1970,400,5,155.00171,1970,LOCAL,TRSUB-TRANSMISSION MAIN,155.00171,0,22,0.141933918,5,7.35,Low,0,0,0,6,Medium,47,1,0.25,28,35.25,10,5,High,54.2505985,77.500855,1576,0.083598638,15,High,240,296.815,Medium,Moderately High,3,4,,0,0,I,CL,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),38.5,2 (Low),2 (Low),0,0.0333752697,4.18E-14,0.0376450988,0,0,0,Very Low,Very Low,1,1,,WINSTON CHURCHILL,BLVD, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,349.315,DO NOTHING,RELINE - REHAB,1,2,,,Low
45,Polyline,524,511998,A,CPP,CPP,596409,596413,01-01-1986,400,5,570.768184,1986,LOCAL,TRSUB-TRANSMISSION MAIN,570.768184,0,24,0.0420485946,5,7.35,Medium,15,0.0262803716,5,10.89,Low,31,1,0.25,44,23.25,5,10,Medium,199.7688644,285.384092,1576,0.30783817,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.9,2 (Low),2 (Low),0,0.0333752697,1.54E-13,0.1386218556,0,0,0,Very Low,Very Low,1,1,,MEADOWPINE,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Low
46,Polyline,524,511998,A,CPP,CPP,596409,596413,01-01-1986,400,5,570.768184,1986,LOCAL,TRSUB-TRANSMISSION MAIN,570.768184,0,8,0.0140161982,5,7.35,Medium,7,0.0122641734,5,10.89,Low,31,1,0.25,44,23.25,5,10,Medium,199.7688644,285.384092,1576,0.30783817,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.9,2 (Low),2 (Low),0,0.0333752697,1.54E-13,0.1386218556,0,0,0,Very Low,Very Low,1,1,,MEADOWPINE,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Low
47,Polyline,524,511998,A,CPP,CPP,596409,596413,01-01-1986,400,5,570.768184,1986,LOCAL,TRSUB-TRANSMISSION MAIN,570.768184,0,31,0.0543127681,5,7.35,Medium,4,0.0070080991,5,10.89,Medium,31,1,0.25,44,23.25,5,10,Medium,199.7688644,285.384092,1576,0.30783817,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.9,2 (Low),2 (Low),0,0.0333752697,1.54E-13,0.1386218556,0,0,0,Very Low,Very Low,1,1,,MEADOWPINE,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,270,437.336,DO NOTHING,RELINE - REHAB,1,2,,,Low
48,Polyline,543,512671,A,CPP,CPP,595593,606878,01-01-1983,400,3,269.826845,1983,ARTERIAL,TRSUB-TRANSMISSION MAIN,269.826845,0,33,0.1223006554,5,7.35,Low,21,0.0778276898,5,10.89,Low,34,1,0.25,41,25.5,5,10,Medium,94.43939575,134.9134225,1576,0.145528438,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),39.4,2 (Low),4 (Severe),15,0.0333752697,7.28E-14,0.0655325559,0,150,105,Moderately Low,Moderately Low,2,2,,RATHKEALE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
49,Polyline,545,512713,A,CPP,CPP,596082,596067,04-01-1989,400,3,1060.634742,1989,LOCAL,TRSUB-TRANSMISSION MAIN,1060.634742,0,21,0.0197994646,5,7.35,Low,14,0.013199643,5,10.89,Low,28,1,0.25,47,21,5,10,Medium,371.2221597,530.317371,1576,0.572042849,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.8,2 (Low),4 (Severe),15,0.0333752697,2.86E-13,0.2575952201,0,150,105,Moderately Low,Moderately Low,2,2,,RATHKEALE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
50,Polyline,545,512713,A,CPP,CPP,596082,596067,04-01-1989,400,3,1060.634742,1989,LOCAL,TRSUB-TRANSMISSION MAIN,1060.634742,0,12,0.0113139798,5,7.35,Low,6,0.0056569899,5,10.89,Low,28,1,0.25,47,21,5,10,Medium,371.2221597,530.317371,1576,0.572042849,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.8,2 (Low),4 (Severe),15,0.0333752697,2.86E-13,0.2575952201,0,150,105,Moderately Low,Moderately Low,2,2,,RATHKEALE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
51,Polyline,545,512713,A,CPP,CPP,596082,596067,04-01-1989,400,3,1060.634742,1989,LOCAL,TRSUB-TRANSMISSION MAIN,1060.634742,0,16,0.0150853063,5,7.35,Medium,11,0.0103711481,5,10.89,Low,28,1,0.25,47,21,5,10,Medium,371.2221597,530.317371,1576,0.572042849,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.8,2 (Low),4 (Severe),15,0.0333752697,2.86E-13,0.2575952201,0,150,105,Moderately Low,Moderately Low,2,2,,RATHKEALE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
52,Polyline,547,512843,A,CPP,CPP,595724,595726,01-01-1983,400,3,1238.230671,1983,LOCAL,TRSUB-TRANSMISSION MAIN,1238.230671,0,32,0.0258433269,5,7.35,Low,17,0.0137292674,5,10.89,Low,34,1,0.25,41,25.5,5,10,Medium,433.3807349,619.1153355,1576,0.667827456,15,High,240,384.836,Medium,Very High,3,5,,0,0,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.8,2 (Low),4 (Severe),15,0.0333752697,3.34E-13,0.3007277526,0,150,105,Moderately Low,Moderately Low,2,2,,WINSTON CHURCHILL,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
53,Polyline,547,512843,A,CPP,CPP,595724,595726,01-01-1983,400,3,1238.230671,1983,LOCAL,TRSUB-TRANSMISSION MAIN,1238.230671,0,13,0.0104988516,5,7.35,Low,11,0.0088836436,5,10.89,Low,34,1,0.25,41,25.5,5,10,Medium,433.3807349,619.1153355,1576,0.667827456,15,High,240,384.836,Medium,Very High,3,5,,0,0,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.8,2 (Low),4 (Severe),15,0.0333752697,3.34E-13,0.3007277526,0,150,105,Moderately Low,Moderately Low,2,2,,WINSTON CHURCHILL,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
54,Polyline,547,512843,A,CPP,CPP,595724,595726,01-01-1983,400,3,1238.230671,1983,LOCAL,TRSUB-TRANSMISSION MAIN,1238.230671,0,19,0.0153444753,5,7.35,Low,9,0.0072684357,5,10.89,Low,34,1,0.25,41,25.5,5,10,Medium,433.3807349,619.1153355,1576,0.667827456,15,High,240,384.836,Medium,Very High,3,5,,0,0,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.8,2 (Low),4 (Severe),15,0.0333752697,3.34E-13,0.3007277526,0,150,105,Moderately Low,Moderately Low,2,2,,WINSTON CHURCHILL,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
55,Polyline,547,512843,A,CPP,CPP,595724,595726,01-01-1983,400,3,1238.230671,1983,LOCAL,TRSUB-TRANSMISSION MAIN,1238.230671,0,38,0.0306889507,5,7.35,Low,4,0.0032304159,5,10.89,Low,34,1,0.25,41,25.5,5,10,Medium,433.3807349,619.1153355,1576,0.667827456,15,High,240,384.836,Medium,Very High,3,5,,0,0,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.8,2 (Low),4 (Severe),15,0.0333752697,3.34E-13,0.3007277526,0,150,105,Moderately Low,Moderately Low,2,2,,WINSTON CHURCHILL,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
56,Polyline,547,512843,A,CPP,CPP,595724,595726,01-01-1983,400,3,1238.230671,1983,LOCAL,TRSUB-TRANSMISSION MAIN,1238.230671,0,9,0.0072684357,5,7.35,Low,2,0.0016152079,5,10.89,Low,34,1,0.25,41,25.5,5,10,Medium,433.3807349,619.1153355,1576,0.667827456,15,High,240,384.836,Medium,Very High,3,5,,0,0,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.8,2 (Low),4 (Severe),15,0.0333752697,3.34E-13,0.3007277526,0,150,105,Moderately Low,Moderately Low,2,2,,WINSTON CHURCHILL,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
57,Polyline,547,512843,A,CPP,CPP,595724,595726,01-01-1983,400,3,1238.230671,1983,LOCAL,TRSUB-TRANSMISSION MAIN,1238.230671,0,8,0.0064608317,5,7.35,Medium,5,0.0040380198,5,10.89,Low,34,1,0.25,41,25.5,5,10,Medium,433.3807349,619.1153355,1576,0.667827456,15,High,240,384.836,Medium,Very High,3,5,,0,0,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.8,2 (Low),4 (Severe),15,0.0333752697,3.34E-13,0.3007277526,0,150,105,Moderately Low,Moderately Low,2,2,,WINSTON CHURCHILL,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
58,Polyline,553,512880,A,CPP,CPP,592711,595732,01-01-1990,400,3,198.43554,1990,COLLECTOR,TRSUB-TRANSMISSION MAIN,198.43554,0,27,0.1360643361,5,7.35,Low,4,0.0201576794,5,10.89,Low,27,1,0.25,48,20.25,5,10,Medium,69.452439,99.21777,1576,0.107024244,15,High,240,384.836,Medium,Very High,3,5,,0,0,W,CL,0,1,0,0,1,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,5.35E-14,0.0481938264,0,150,105,Moderately Low,Moderately Low,2,2,,MATHESON,BLVD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
59,Polyline,554,512935,A,CPP,CPP,595830,595832,01-01-1977,400,4,8.744351,1977,ARTERIAL,TRSUB-TRANSMISSION MAIN,8.744351,0,6,0.6861572688,5,7.35,Very High,3,0.3430786344,5,10.89,Very High,40,1,0.25,35,30,5,0,Medium,3.06052285,4.3721755,1576,0.004716179,5,Low,160,206.836,Moderately Low,Medium,2,3,,0,0,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),39.1,2 (Low),2 (Low),15,0.0333752697,2.36E-15,0.0021237311,0,150,105,Moderately Low,Moderately Low,2,2,,MATHESON,BLVD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,520,490.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
60,Polyline,554,512935,A,CPP,CPP,595830,595832,01-01-1977,400,4,8.744351,1977,ARTERIAL,TRSUB-TRANSMISSION MAIN,8.744351,0,36,4.1169436131,10,10.89,Very High,11,1.2579549929,5,10.89,Very High,40,1,0.25,35,30,5,0,Medium,3.06052285,4.3721755,1576,0.004716179,5,Low,200,238.342,Medium,Medium,3,3,,0,0,W,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),39.1,2 (Low),2 (Low),15,0.0333752697,2.36E-15,0.0021237311,0,150,105,Moderately Low,Moderately Low,2,2,,MATHESON,BLVD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,521.842,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
61,Polyline,557,513308,A,CPP,CPP,595153,595154,01-01-1994,400,4,221.908711,1994,COLLECTOR,TRSUB-TRANSMISSION MAIN,221.908711,0,4,0.0180254303,5,7.35,Low,3,0.0135190727,5,10.89,Low,23,1,0.25,52,17.25,0,10,Low,77.66804885,110.9543555,1576,0.119684267,15,High,200,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.7,2 (Low),2 (Low),15,0.0333752697,5.99E-14,0.0538947302,0,150,105,Moderately Low,Moderately Low,2,2,,TERRY FOX,WAY, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
