FID,condition_model,Criticality_SCR,Condition_Score,criticality_model
1360,120,30,120,30
1361,120,30,120,30
1362,120,30,120,30
1363,40,210,40,210
1364,200,210,200,210
1365,200,210,200,210
1366,200,210,200,210
1367,200,210,200,210
1368,200,210,200,210
1369,200,210,200,210
1370,120,210,120,210
1371,200,210,200,210
1372,240,210,240,210
1373,280,210,280,210
1374,160,210,160,210
1375,200,210,200,210
1376,160,210,160,210
1377,280,210,280,210
1378,360,210,360,210
1379,320,210,320,210
1380,160,210,160,210
1381,160,210,160,210
1382,280,30,280,30
1383,200,30,200,30
1384,120,30,120,30
1385,120,30,120,30
1386,280,210,280,210
1387,280,210,280,210
1388,320,210,320,210
1389,200,30,200,30
1390,200,30,200,30
1391,200,210,200,210
1392,200,210,200,210
1393,200,210,200,210
1394,240,210,240,210
1395,240,210,240,210
1396,320,210,320,210
1397,280,210,280,210
1398,240,210,240,210
1399,240,210,240,210
1400,320,210,320,210
1401,160,210,160,210
1402,240,210,240,210
1403,200,210,200,210
1404,120,210,120,210
1405,200,210,200,210
1406,160,210,160,210
1407,200,210,200,210
1408,120,210,120,210
1409,120,210,120,210
1410,240,210,240,210
1411,200,210,200,210
1412,200,210,200,210
1413,200,210,200,210
1414,240,210,240,210
1415,200,210,200,210
1416,200,210,200,210
1417,240,210,240,210
1418,200,120,200,120
1419,240,210,240,210
1420,120,210,120,210
1421,120,210,120,210
1422,160,210,160,210
1423,160,210,160,210
1424,120,210,120,210
1425,160,210,160,210
1426,120,210,120,210
1427,120,210,120,210
1428,120,210,120,210
1429,120,210,120,210
1430,200,210,200,210
1431,120,30,120,30
1432,160,30,160,30
1433,120,30,120,30
1434,160,30,160,30
1435,120,30,120,30
1436,160,30,160,30
1437,160,210,160,210
1438,200,210,200,210
1439,120,210,120,210
1440,120,210,120,210
1441,200,210,200,210
1442,160,210,160,210
1443,120,210,120,210
1444,160,210,160,210
1445,120,210,120,210
1446,200,210,200,210
1447,280,210,280,210
1448,240,210,240,210
1449,120,210,120,210
1450,120,210,120,210
1451,160,210,160,210
1452,200,210,200,210
1453,160,210,160,210
1454,200,210,200,210
1455,240,210,240,210
1456,240,210,240,210
1457,200,210,200,210
1458,240,210,240,210
1459,320,210,320,210
1460,200,210,200,210
1461,200,210,200,210
1462,240,210,240,210
1463,200,120,200,120
1464,240,120,240,120
1465,200,210,200,210
1466,200,210,200,210
1467,160,210,160,210
1468,280,210,280,210
1469,240,210,240,210
1470,120,210,120,210
1471,120,210,120,210
1472,240,210,240,210
1473,240,210,240,210
1474,160,210,160,210
1475,160,210,160,210
1476,200,210,200,210
1477,200,210,200,210
1478,160,210,160,210
1479,200,210,200,210
1480,200,210,200,210
1481,200,210,200,210
1482,240,210,240,210
1483,320,210,320,210
1484,120,30,120,30
1485,280,30,280,30
1486,320,30,320,30
1487,240,30,240,30
1488,360,30,360,30
1489,160,30,160,30
1490,120,30,120,30
1491,240,210,240,210
1492,280,210,280,210
1493,200,210,200,210
1494,200,210,200,210
1495,200,210,200,210
1496,200,210,200,210
1497,320,30,320,30
1498,280,30,280,30
1499,280,90,280,90
1500,160,90,160,90
1501,200,90,200,90
1502,160,90,160,90
1503,200,90,200,90
1504,280,210,280,210
1505,160,210,160,210
1506,160,210,160,210
1507,240,210,240,210
1508,240,210,240,210
1509,200,210,200,210
1510,200,210,200,210
1511,200,210,200,210
1512,240,210,240,210
1513,240,210,240,210
1514,240,210,240,210
1515,240,210,240,210
1516,200,210,200,210
1517,200,210,200,210
1518,280,210,280,210
1519,240,210,240,210
1520,280,210,280,210
1521,200,210,200,210
1522,200,210,200,210
1523,80,30,80,30
1524,240,210,240,210
1525,80,30,80,30
1526,80,30,80,30
1527,240,30,240,30
1528,200,30,200,30
1529,200,30,200,30
1530,160,30,160,30
1531,120,30,120,30
1532,120,30,120,30
1533,160,210,160,210
1534,160,210,160,210
1535,160,30,160,30
1536,160,30,160,30
1537,160,30,160,30
1538,160,30,160,30
1539,160,30,160,30
1540,160,30,160,30
1541,360,210,360,210
1542,280,210,280,210
1543,120,210,120,210
1544,120,210,120,210
1545,200,210,200,210
1546,120,210,120,210
1547,120,210,120,210
1548,120,210,120,210
1549,160,210,160,210
1550,120,210,120,210
1551,120,210,120,210
1552,120,210,120,210
1553,160,210,160,210
1554,120,210,120,210
1555,240,210,240,210
1556,120,210,120,210
1557,200,210,200,210
1558,200,210,200,210
1559,240,210,240,210
1560,240,210,240,210
1561,240,210,240,210
1562,280,210,280,210
1563,360,210,360,210
1564,120,210,120,210
1565,160,210,160,210
1566,120,210,120,210
1567,120,210,120,210
1568,120,210,120,210
1569,120,210,120,210
1570,120,210,120,210
1571,200,210,200,210
1572,120,210,120,210
1573,120,210,120,210
1574,120,210,120,210
1575,120,210,120,210
1576,120,210,120,210
1577,120,210,120,210
1578,240,210,240,210
1579,120,210,120,210
1580,120,210,120,210
1581,120,210,120,210
1582,240,210,240,210
1583,240,210,240,210
1584,280,210,280,210
1585,360,210,360,210
1586,320,210,320,210
1587,200,210,200,210
1588,320,210,320,210
1589,240,210,240,210
1590,240,210,240,210
1591,160,210,160,210
1592,160,210,160,210
1593,160,210,160,210
1594,160,210,160,210
1595,400,210,400,210
1596,240,210,240,210
1597,200,210,200,210
1598,200,210,200,210
1599,200,210,200,210
1600,480,210,480,210
1601,400,210,400,210
1602,360,210,360,210
1603,240,210,240,210
1604,280,210,280,210
1605,320,210,320,210
1606,120,210,120,210
1607,120,210,120,210
1608,120,210,120,210
1609,120,210,120,210
1610,120,210,120,210
1611,120,210,120,210
1612,360,210,360,210
1613,200,210,200,210
1614,240,210,240,210
1615,280,210,280,210
1616,240,210,240,210
1617,280,210,280,210
1618,320,210,320,210
1619,240,210,240,210
1620,200,210,200,210
1621,200,210,200,210
1622,240,210,240,210
1623,240,210,240,210
1624,120,210,120,210
1625,200,210,200,210
1626,160,210,160,210
1627,240,210,240,210
1628,160,210,160,210
1629,240,210,240,210
1630,240,210,240,210
1631,200,210,200,210
1632,160,210,160,210
1633,160,210,160,210
1634,280,210,280,210
1635,120,210,120,210
1636,160,210,160,210
1637,120,210,120,210
1638,440,210,440,210
1639,280,210,280,210
1640,280,210,280,210
1641,320,210,320,210
1642,320,210,320,210
1643,240,210,240,210
1644,240,210,240,210
1645,240,210,240,210
1646,320,210,320,210
1647,160,210,160,210
1648,320,210,320,210
1649,280,210,280,210
1650,200,210,200,210
1651,240,210,240,210
1652,200,210,200,210
1653,240,210,240,210
1654,200,210,200,210
1655,200,210,200,210
1656,200,210,200,210
1657,200,210,200,210
1658,160,210,160,210
1659,200,210,200,210
1660,240,210,240,210
1661,240,210,240,210
1662,160,210,160,210
1663,200,210,200,210
1664,200,210,200,210
1665,200,210,200,210
1666,280,210,280,210
1667,160,210,160,210
1668,160,210,160,210
1669,360,210,360,210
1670,360,210,360,210
1671,240,210,240,210
1672,160,210,160,210
1673,160,210,160,210
1674,160,210,160,210
1675,200,210,200,210
1676,160,210,160,210
1677,160,210,160,210
1678,360,210,360,210
1679,200,210,200,210
1680,160,210,160,210
1681,200,210,200,210
1682,240,210,240,210
1683,160,210,160,210
1684,240,210,240,210
1685,160,210,160,210
1686,200,210,200,210
1687,240,210,240,210
1688,160,210,160,210
1689,200,210,200,210
1690,160,210,160,210
1691,200,210,200,210
1692,280,210,280,210
1693,240,210,240,210
1694,320,210,320,210
1695,240,210,240,210
1696,240,210,240,210
1697,240,210,240,210
1698,240,210,240,210
1699,240,210,240,210
1700,200,210,200,210
1701,160,210,160,210
1702,360,210,360,210
1703,240,210,240,210
1704,320,210,320,210
1705,120,210,120,210
1706,360,210,360,210
1707,200,210,200,210
1708,160,210,160,210
1709,200,210,200,210
1710,160,210,160,210
1711,40,210,40,210
1712,320,210,320,210
1713,200,210,200,210
1714,240,210,240,210
1715,160,210,160,210
1716,200,210,200,210
1717,200,210,200,210
1718,240,210,240,210
1719,240,210,240,210
1720,160,30,160,30
1721,160,30,160,30
1722,160,30,160,30
1723,160,210,160,210
1724,160,210,160,210
1725,240,210,240,210
1726,240,210,240,210
1727,200,210,200,210
1728,240,30,240,30
1729,240,210,240,210
1730,200,210,200,210
1731,200,210,200,210
1732,120,210,120,210
1733,120,210,120,210
1734,280,210,280,210
1735,240,210,240,210
1736,240,210,240,210
1737,240,210,240,210
1738,240,210,240,210
1739,240,210,240,210
1740,240,210,240,210
1741,240,210,240,210
1742,240,210,240,210
1743,280,210,280,210
1744,200,210,200,210
1745,200,210,200,210
1746,160,30,160,30
1747,240,30,240,30
1748,200,30,200,30
1749,120,30,120,30
1750,200,30,200,30
1751,240,30,240,30
1752,240,30,240,30
1753,280,30,280,30
1754,240,30,240,30
1755,240,30,240,30
1756,240,30,240,30
1757,280,30,280,30
1758,240,30,240,30
1759,240,30,240,30
1760,240,30,240,30
1761,240,30,240,30
1762,280,30,280,30
1763,240,30,240,30
1764,240,30,240,30
1765,320,30,320,30
1766,240,30,240,30
1767,240,30,240,30
1768,320,60,320,60
1769,200,270,200,270
1770,200,270,200,270
1771,240,180,240,180
1772,240,180,240,180
1773,200,60,200,60
1774,240,180,240,180
1775,200,270,200,270
1776,200,270,200,270
1777,200,270,200,270
1778,240,270,240,270
1779,200,270,200,270
1780,200,270,200,270
1781,160,270,160,270
1782,160,270,160,270
1783,280,270,280,270
1784,200,270,200,270
1785,200,270,200,270
1786,120,270,120,270
1787,120,270,120,270
1788,120,270,120,270
1789,120,270,120,270
1790,120,270,120,270
1791,120,270,120,270
1792,360,240,360,240
1793,360,270,360,270
1794,320,270,320,270
1795,200,240,200,240
1796,240,270,240,270
1797,120,270,120,270
1798,120,270,120,270
1799,280,270,280,270
1800,200,270,200,270
1801,200,270,200,270
1802,240,270,240,270
1803,320,270,320,270
1804,120,270,120,270
1805,200,270,200,270
1806,120,270,120,270
1807,120,270,120,270
1808,120,270,120,270
1809,120,270,120,270
1810,120,270,120,270
1811,160,270,160,270
1812,120,270,120,270
1813,120,270,120,270
1814,120,270,120,270
1815,160,270,160,270
1816,120,270,120,270
1817,320,270,320,270
1818,240,270,240,270
1819,280,270,280,270
1820,280,270,280,270
1821,160,270,160,270
1822,120,270,120,270
1823,120,270,120,270
1824,120,270,120,270
1825,120,270,120,270
1826,200,270,200,270
1827,120,270,120,270
1828,120,270,120,270
1829,160,270,160,270
1830,160,270,160,270
1831,120,270,120,270
1832,280,270,280,270
1833,200,270,200,270
1834,200,270,200,270
1835,200,270,200,270
1836,200,270,200,270
1837,200,270,200,270
1838,120,270,120,270
1839,160,270,160,270
1840,160,270,160,270
1841,240,270,240,270
1842,240,270,240,270
1843,200,270,200,270
1844,240,270,240,270
1845,160,270,160,270
1846,200,270,200,270
1847,280,270,280,270
1848,200,270,200,270
1849,200,270,200,270
1850,200,270,200,270
1851,160,270,160,270
1852,360,270,360,270
1853,200,270,200,270
1854,280,270,280,270
1855,240,270,240,270
1856,200,270,200,270
1857,240,270,240,270
1858,200,270,200,270
1859,200,270,200,270
1860,200,270,200,270
1861,240,270,240,270
1862,280,270,280,270
1863,160,270,160,270
1864,280,270,280,270
1865,200,270,200,270
1866,240,270,240,270
1867,200,270,200,270
1868,160,270,160,270
1869,240,270,240,270
1870,240,270,240,270
1871,200,270,200,270
1872,160,270,160,270
1873,120,270,120,270
1874,120,270,120,270
1875,120,270,120,270
1876,160,270,160,270
1877,120,270,120,270
1878,240,210,240,210
1879,280,210,280,210
1880,360,270,360,270
1881,200,270,200,270
1882,280,270,280,270
1883,240,270,240,270
1884,160,270,160,270
1885,200,270,200,270
1886,200,270,200,270
1887,240,270,240,270
1888,200,270,200,270
1889,120,210,120,210
1890,280,270,280,270
1891,200,270,200,270
1892,160,210,160,210
1893,160,270,160,270
1894,160,270,160,270
1895,160,270,160,270
1896,120,270,120,270
1897,120,270,120,270
1898,120,270,120,270
1899,160,270,160,270
1900,200,270,200,270
1901,120,30,120,30
1902,200,270,200,270
1903,200,270,200,270
1904,240,210,240,210
1905,120,270,120,270
1906,200,270,200,270
1907,120,270,120,270
1908,160,270,160,270
1909,120,270,120,270
1910,200,270,200,270
1911,320,270,320,270
1912,120,270,120,270
1913,160,270,160,270
1914,160,210,160,210
1915,240,270,240,270
1916,160,210,160,210
1917,200,30,200,30
1918,280,270,280,270
1919,200,270,200,270
1920,120,270,120,270
1921,80,270,80,270
1922,120,270,120,270
1923,320,180,320,180
1924,240,0,240,0
1925,400,180,400,180
1926,400,180,400,180
1927,280,180,280,180
1928,280,180,280,180
1929,320,0,320,0
1930,240,0,240,0
1931,200,0,200,0
1932,320,0,320,0
1933,360,180,360,180
1934,320,180,320,180
1935,400,180,400,180
1936,320,180,320,180
1937,400,180,400,180
1938,240,180,240,180
1939,280,180,280,180
1940,280,180,280,180
1941,240,210,240,210
1942,200,210,200,210
1943,200,210,200,210
1944,80,210,80,210
1945,360,0,360,0
1946,200,210,200,210
1947,160,210,160,210
1948,240,0,240,0
1949,200,210,200,210
1950,320,210,320,210
1951,320,180,320,180
1952,200,210,200,210
1953,160,210,160,210
1954,160,210,160,210
1955,280,0,280,0
1956,280,180,280,180
1957,280,180,280,180
1958,240,180,240,180
1959,280,180,280,180
1960,200,180,200,180
1961,280,180,280,180
1962,320,180,320,180
1963,280,210,280,210
1964,200,210,200,210
1965,240,180,240,180
1966,240,180,240,180
1967,240,180,240,180
1968,240,180,240,180
1969,240,180,240,180
1970,240,180,240,180
1971,240,180,240,180
1972,240,180,240,180
1973,240,180,240,180
1974,240,180,240,180
1975,240,180,240,180
1976,240,180,240,180
1977,240,180,240,180
1978,240,180,240,180
1979,240,180,240,180
1980,240,180,240,180
1981,240,180,240,180
1982,240,180,240,180
1983,240,180,240,180
1984,240,180,240,180
1985,280,180,280,180
1986,280,180,280,180
1987,240,180,240,180
1988,240,180,240,180
1989,240,180,240,180
1990,240,180,240,180
1991,240,180,240,180
1992,240,180,240,180
1993,240,210,240,210
1994,160,210,160,210
1995,240,180,240,180
1996,160,210,160,210
1997,200,210,200,210
1998,400,180,400,180
1999,120,210,120,210
2000,360,60,360,60
2001,240,210,240,210
2002,200,210,200,210
2003,160,210,160,210
2004,320,120,320,120
2005,280,120,280,120
2006,280,30,280,30
2007,280,30,280,30
2008,240,30,240,30
2009,320,30,320,30
2010,360,120,360,120
2011,320,120,320,120
2012,240,30,240,30
2013,280,30,280,30
2014,280,30,280,30
2015,280,30,280,30
2016,280,30,280,30
2017,200,30,200,30
2018,200,210,200,210
2019,200,120,200,120
2020,200,30,200,30
2021,200,120,200,120
2022,200,120,200,120
2023,200,120,200,120
2024,240,120,240,120
2025,240,30,240,30
2026,240,120,240,120
2027,200,30,200,30
2028,280,30,280,30
2029,280,30,280,30
2030,280,210,280,210
2031,240,210,240,210
2032,400,30,400,30
2033,240,30,240,30
2034,200,120,200,120
2035,200,120,200,120
2036,280,30,280,30
2037,240,30,240,30
2038,200,30,200,30
2039,240,30,240,30
2040,280,210,280,210
2041,320,210,320,210
2042,280,210,280,210
2043,360,210,360,210
2044,200,30,200,30
2045,320,30,320,30
2046,240,210,240,210
2047,200,210,200,210
2048,240,210,240,210
2049,280,30,280,30
2050,200,30,200,30
2051,320,210,320,210
2052,200,30,200,30
2053,200,30,200,30
2054,320,120,320,120
2055,280,30,280,30
2056,240,30,240,30
2057,280,30,280,30
2058,200,210,200,210
2059,360,210,360,210
2060,240,30,240,30
2061,320,30,320,30
2062,160,210,160,210
2063,320,30,320,30
2064,280,210,280,210
2065,200,210,200,210
2066,240,30,240,30
2067,360,120,360,120
2068,280,120,280,120
2069,200,30,200,30
2070,320,30,320,30
2071,240,30,240,30
2072,240,30,240,30
2073,240,30,240,30
2074,280,30,280,30
2075,160,210,160,210
2076,240,210,240,210
2077,240,210,240,210
2078,360,30,360,30
2079,360,30,360,30
2080,280,30,280,30
2081,160,30,160,30
2082,160,210,160,210
2083,440,30,440,30
2084,240,210,240,210
2085,200,210,200,210
2086,280,210,280,210
2087,160,210,160,210
2088,160,210,160,210
2089,280,30,280,30
2090,360,30,360,30
2091,160,210,160,210
2092,160,210,160,210
2093,160,210,160,210
2094,320,120,320,120
2095,280,120,280,120
2096,200,30,200,30
2097,200,30,200,30
2098,200,210,200,210
2099,280,210,280,210
2100,360,120,360,120
2101,120,30,120,30
2102,120,30,120,30
2103,120,30,120,30
2104,200,30,200,30
2105,120,30,120,30
2106,240,30,240,30
2107,200,30,200,30
2108,240,30,240,30
2109,160,120,160,120
2110,160,120,160,120
2111,200,120,200,120
2112,320,120,320,120
2113,160,30,160,30
2114,160,30,160,30
2115,160,30,160,30
2116,160,210,160,210
2117,160,210,160,210
2118,200,210,200,210
2119,240,210,240,210
2120,240,210,240,210
2121,280,120,280,120
2122,120,120,120,120
2123,120,120,120,120
2124,200,30,200,30
2125,200,30,200,30
2126,160,30,160,30
2127,200,30,200,30
2128,320,30,320,30
2129,200,120,200,120
2130,160,120,160,120
2131,240,120,240,120
2132,200,30,200,30
2133,160,120,160,120
2134,160,120,160,120
2135,160,120,160,120
2136,200,120,200,120
2137,160,120,160,120
2138,120,120,120,120
2139,160,30,160,30
2140,200,30,200,30
2141,160,210,160,210
2142,160,210,160,210
2143,240,210,240,210
2144,120,120,120,120
2145,240,30,240,30
2146,160,30,160,30
2147,240,30,240,30
2148,160,120,160,120
2149,200,30,200,30
2150,320,30,320,30
2151,160,120,160,120
2152,440,210,440,210
2153,200,30,200,30
2154,160,30,160,30
2155,240,210,240,210
2156,160,210,160,210
2157,160,210,160,210
2158,160,210,160,210
2159,200,210,200,210
2160,160,30,160,30
2161,200,30,200,30
2162,280,210,280,210
2163,280,210,280,210
2164,280,210,280,210
2165,160,210,160,210
2166,200,210,200,210
2167,160,210,160,210
2168,160,210,160,210
2169,200,210,200,210
2170,280,210,280,210
2171,200,210,200,210
2172,280,210,280,210
2173,160,30,160,30
2174,240,210,240,210
2175,200,210,200,210
2176,240,210,240,210
2177,160,30,160,30
2178,160,30,160,30
2179,160,30,160,30
2180,120,30,120,30
2181,200,210,200,210
2182,240,210,240,210
2183,160,30,160,30
2184,160,30,160,30
2185,200,30,200,30
2186,200,30,200,30
2187,240,120,240,120
2188,200,120,200,120
2189,200,210,200,210
2190,200,30,200,30
2191,240,210,240,210
2192,200,210,200,210
2193,160,210,160,210
2194,160,210,160,210
2195,160,30,160,30
2196,240,210,240,210
2197,200,210,200,210
2198,240,210,240,210
2199,280,210,280,210
2200,160,30,160,30
2201,200,210,200,210
2202,160,210,160,210
2203,240,210,240,210
2204,240,210,240,210
2205,160,120,160,120
2206,120,30,120,30
2207,320,30,320,30
2208,240,30,240,30
2209,120,210,120,210
2210,160,30,160,30
2211,160,30,160,30
2212,200,210,200,210
2213,200,210,200,210
2214,280,120,280,120
2215,200,210,200,210
2216,200,120,200,120
2217,200,30,200,30
2218,200,210,200,210
2219,120,210,120,210
2220,120,210,120,210
2221,120,210,120,210
2222,200,210,200,210
2223,200,210,200,210
2224,160,120,160,120
2225,200,120,200,120
2226,160,120,160,120
2227,200,30,200,30
2228,120,210,120,210
2229,320,210,320,210
2230,160,210,160,210
2231,240,210,240,210
2232,200,210,200,210
2233,200,30,200,30
2234,160,30,160,30
2235,120,210,120,210
2236,120,210,120,210
2237,120,210,120,210
2238,160,210,160,210
2239,120,210,120,210
2240,160,210,160,210
2241,120,210,120,210
2242,120,210,120,210
2243,160,210,160,210
2244,200,210,200,210
2245,160,210,160,210
2246,120,210,120,210
2247,160,210,160,210
2248,120,210,120,210
2249,120,210,120,210
2250,200,210,200,210
